project_id,project_id_original,title,title_en,project_url,keyword,keyword_en,source,researcher,researcher_en,institutation,country,currency,award_amount,award_amount_usd,funded_date,start_date,end_date,project_term,start_year,end_year,description,description_raw,description_en,created_date,updated_date
 1500619N ,,,,,,,,"Devisscher, Lindsey Geerts, Anja Van Vlierberghe, Hans  ",, UGent  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, Het gebruik van anti-MT antilichamen als nieuwe therapie voor acetaminophen-geïnduceerde leverschade.  , Het gebruik van anti-MT antilichamen als nieuwe therapie voor acetaminophen-geïnduceerde leverschade.  ,,,
 1507419N ,,,,,,,,"Dewitte, Heleen De Smedt, Stefaan  ",, UGent  ,, EUR ,28700,,, 01/01/2019 , 31/12/2019 ,,,, Mechanische high intensity focused ultrasound (mHIFU): het verkennen van de synergie tussen het afdoden van tumorcellen en het opwekken van antitumor immuniteit in vivo.  , Mechanische high intensity focused ultrasound (mHIFU): het verkennen van de synergie tussen het afdoden van tumorcellen en het opwekken van antitumor immuniteit in vivo.  ,,,
 1518919N ,,,,,,,,"Dries, Eef Roderick, H Llewelyn Sipido, Karin  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, Een nieuwe methode om ex vivo lokale Ca2+-geïnduceerde getriggerde activiteiten in ventrikulaire ritmestoornisen te onderzoeken door middel van levende mature hartcoupes.  , Een nieuwe methode om ex vivo lokale Ca2+-geïnduceerde getriggerde activiteiten in ventrikulaire ritmestoornisen te onderzoeken door middel van levende mature hartcoupes.  ,,,
 1516719N ,,,,,,,,"Eyckerman, Sven Gevaert, Kris  ",, UGent  ,, EUR ,38000,,, 01/01/2019 , 31/12/2019 ,,,, Gedetailleerde profilering van proximale eiwitten voor endogeen p53 in kolon kanker cellen  , Gedetailleerde profilering van proximale eiwitten voor endogeen p53 in kolon kanker cellen  ,,,
 1524019N ,,,,,,,,"Gaublomme, Djoere Elewaut, Dirk  ",, UGent  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, Identificatie van het functionele effect van verschillende antigen presenterende cellen voor NKT cel activatie in de lever.  , Identificatie van het functionele effect van verschillende antigen presenterende cellen voor NKT cel activatie in de lever.  ,,,
 1513919N ,,,,,,,,"Ghequire, Maarten De Mot, René  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, Ontrafeling van de polymorfe aard van ColM-type bacteriocines in Pseudomonas  , Ontrafeling van de polymorfe aard van ColM-type bacteriocines in Pseudomonas  ,,,
 1530019N ,,,,,,,,"Gruber, Alexander De Lannoy, Gabriëlle Verstraeten, Gert  ",, KU Leuven  ,, EUR ,20000,,, 01/01/2019 , 31/12/2019 ,,,, Data assimilatie voor een beter inzicht in de hydrologie over land op wereldschaal  , Data assimilatie voor een beter inzicht in de hydrologie over land op wereldschaal  ,,,
 1520019N ,,,,,,,,"Guo, Wenting Verfaillie, Catherine  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,," Van Den Bosch, Ludo CRISPR / Cas9-scherm in van menselijke stamcellen afgeleide motorneuronen om farmacologische doelen voor amyotrofische laterale sclerose (ALS) te identificeren  "," Van Den Bosch, Ludo CRISPR / Cas9-scherm in van menselijke stamcellen afgeleide motorneuronen om farmacologische doelen voor amyotrofische laterale sclerose (ALS) te identificeren  ",,,
 1509819N ,,,,,,,,"Handl, András Vanysacker, Dries  ",, KU Leuven  ,, EUR ,25000,,, 01/01/2019 , 31/12/2019 ,,,," Het “Hippolytos-beeld”: oorsprong, (re-)constructie en receptie.  "," Het “Hippolytos-beeld”: oorsprong, (re-)constructie en receptie.  ",,,
 1502719N ,,,,,,,,"Hauffman, Tom Terryn, Herman  ",, VUB  ,, EUR ,35700,,, 01/01/2019 , 31/12/2019 ,,,, Moleculaire analyse van verborgen hybride interfases en transport door organische coatings: ATR FTIR in een Kretschmann configuratie gecombineerd met oneven random fase elektrochemische multisinus impedantie spectroscopie  , Moleculaire analyse van verborgen hybride interfases en transport door organische coatings: ATR FTIR in een Kretschmann configuratie gecombineerd met oneven random fase elektrochemische multisinus impedantie spectroscopie  ,,,
 1501219N ,,,,,,,,"Hendrickx, Sarah Caljon, Guy Maes, Louis  ",, UAntwerpen  ,, EUR ,35000,,, 01/01/2019 , 31/12/2019 ,,,, De impact van granulomateuze huidinflammatie op het weefseltropisme van viscerale Leishmania species  , De impact van granulomateuze huidinflammatie op het weefseltropisme van viscerale Leishmania species  ,,,
 1511819N ,,,,,,,,"Hereijgers, Jonas Breugelmans, Tom  ",, UAntwerpen  ,, EUR ,38100,,, 01/01/2019 , 31/12/2019 ,,,, Mixer elektroden voor doorstroombare redox batterijen  , Mixer elektroden voor doorstroombare redox batterijen  ,,,
 1505219N ,,,,,,,,"Hermans, Thomas  ",, UGent  ,, EUR ,38500,,, 01/01/2019 , 31/12/2019 ,,,, Beeldvorming van de zoet/zoutwater interface over de Belgische kustlijn  , Beeldvorming van de zoet/zoutwater interface over de Belgische kustlijn  ,,,
 1500319N ,,,,,,,,"Hoste, Esther  ",, UGent  ,, EUR ,34840,,, 01/01/2019 , 31/12/2019 ,,,," van Loo, Geert Onderzoek naar de rol en moleculaire mechanismen van twee verschillende celdood modaliteiten in cutane regeneratieve en neoplastische inflammatie  "," van Loo, Geert Onderzoek naar de rol en moleculaire mechanismen van twee verschillende celdood modaliteiten in cutane regeneratieve en neoplastische inflammatie  ",,,
 1509619N ,,,,,,,,"Ingelaere, Bert Cassimon, Danny De Herdt, Tom  ",, UAntwerpen  ,, EUR ,27551,,, 01/01/2019 , 31/12/2019 ,,,, Etniciteit na massaal geweld. Een studie van de aard en transformatie van etnische groepsvorming in Rwanda en Burundi.  , Etniciteit na massaal geweld. Een studie van de aard en transformatie van etnische groepsvorming in Rwanda en Burundi.  ,,,
 1518119N ,,,,,,,,"Janssen, Bram Nawrot, Tim  ",, UHasselt  ,, EUR ,39716,,, 01/01/2019 , 31/12/2019 ,,,," De connectie tussen mitochondriale en telomeerschade in pasgeborenen: TP53, SIRT1 and PPARGC1a als centrale spelers?  "," De connectie tussen mitochondriale en telomeerschade in pasgeborenen: TP53, SIRT1 and PPARGC1a als centrale spelers?  ",,,
 1529919N ,,,,,,,,"Kainz, Hans Jonkers, Ilse  ",, KU Leuven  ,, EUR ,36500,,, 01/01/2019 , 31/12/2019 ,,,, validatie van een model om bot deformiteiten te voorkomen  , validatie van een model om bot deformiteiten te voorkomen  ,,,
 1501419N ,,,,,,,,"Kampen, Kim De Keersmaecker, Kim  ",, KU Leuven  ,, EUR ,22600,,, 01/01/2019 , 31/12/2019 ,,,," De bijdrage van serine synthese enzyme PSPH in de pathogenese en therapeutische resistentie van T-cell leukemie. (inbegrepen Rimaux-Bartier Schenking van 12.400,00 EUR)  "," De bijdrage van serine synthese enzyme PSPH in de pathogenese en therapeutische resistentie van T-cell leukemie. (inbegrepen Rimaux-Bartier Schenking van 12.400,00 EUR)  ",,,
 1513519N ,,,,,,,,"Kirkpatrick, Lucinda Leirs, Herwig  ",, UAntwerpen  ,, EUR ,38800,,, 01/01/2019 , 31/12/2019 ,,,, Going viral: Transmissiedynamiek en contactgedrag bij kleine knaagdieren onderzoeken gebuikmakend van niewe technologie.  , Going viral: Transmissiedynamiek en contactgedrag bij kleine knaagdieren onderzoeken gebuikmakend van niewe technologie.  ,,,
 1517419N ,,,,,,,,"Koh, Kian Verfaillie, Catherine  ",, KU Leuven  ,, EUR ,35000,,, 01/01/2019 , 31/12/2019 ,,,, De interacties tussen nutriëntmetabolisme en epigenetica bij de afsluiting van neurale buisjes van vroege embryonale ontwikkeling.  , De interacties tussen nutriëntmetabolisme en epigenetica bij de afsluiting van neurale buisjes van vroege embryonale ontwikkeling.  ,,,
 1514919N ,,,,,,,,"Kuchmiy, Anna Philippé, Jan Taghon, Tom  ",, UGent  ,, EUR ,36095,,, 01/01/2019 , 31/12/2019 ,,,, Aanmaak van primaire TRIB2 gedreven humane leukemie modellen in vivo.  , Aanmaak van primaire TRIB2 gedreven humane leukemie modellen in vivo.  ,,,
 1522819N ,,,,,,,,"Leroux, Olivier Verbeken, Annemieke  ",, UGent  ,, EUR ,18000,,, 01/01/2019 , 31/12/2019 ,,,, Ontrafelen van de evolutionaire significantie van niet-lignine celwand-gebonden fenolen: een multi-experimentele analyse van sclerenchymweefsels in varens  , Ontrafelen van de evolutionaire significantie van niet-lignine celwand-gebonden fenolen: een multi-experimentele analyse van sclerenchymweefsels in varens  ,,,
 1510319N ,,,,,,,,"Ley, Christophe Goetghebeur, Els  ",, UGent  ,, EUR ,10100,,, 01/01/2019 , 31/12/2019 ,,,, Statistische Modellen voor Complexe Directionele Data  , Statistische Modellen voor Complexe Directionele Data  ,,,
 1500519N ,,,,,,,,"Liszt, Kathrin Depoortere, Inge  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,," Bitterstoffen induceren aangeboren immuunresponses in de darm tijdens gezondheid en ziekte, die gestuurd worden door deleties en aminozuur polymorfismen in bitterreceptoren  "," Bitterstoffen induceren aangeboren immuunresponses in de darm tijdens gezondheid en ziekte, die gestuurd worden door deleties en aminozuur polymorfismen in bitterreceptoren  ",,,
 1523119N ,,,,,,,,"Lopez Antia, Ana Eens, Marcel  ",, UAntwerpen  ,, EUR ,39076,,, 01/01/2019 , 31/12/2019 ,,,, Cascade effecten van PFAAs bij vogels  , Cascade effecten van PFAAs bij vogels  ,,,
 1502919N ,,,,,,,,"Luyten, Dirk Wouters, Nico  ",, Algemeen Rijksarchief  ,, EUR ,39000,,, 01/01/2019 , 31/12/2019 ,,,, Zuiveren voor democratie : de burgerlijke epuratie in het gerechtelijk arrondissement Brussel (1945-1947) : het perspectief van de actoren.  , Zuiveren voor democratie : de burgerlijke epuratie in het gerechtelijk arrondissement Brussel (1945-1947) : het perspectief van de actoren.  ,,,
 1516919N ,,,,,,,,"Maertens, Kirsten Van Damme, Pierre  ",, UAntwerpen  ,, EUR ,39962,,, 01/01/2019 , 31/12/2019 ,,,, Kinkhoestvaccinatie tijdens de zwangerschap: lange termijn effecten op de immuniteit van kinderen voor en na toediening van een vijfde dosis van een kinkhoest bevattend vaccin  , Kinkhoestvaccinatie tijdens de zwangerschap: lange termijn effecten op de immuniteit van kinderen voor en na toediening van een vijfde dosis van een kinkhoest bevattend vaccin  ,,,
 1503619N ,,,,,,,,"Maes, Ken Karin, Vanderkerken  ",, VUB  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, Epigenetisch-gerichte behandeling in multipel myeloom: Identificatie van nieuwe combinatie strategieën gericht op DNA repair en immunotherapie.  , Epigenetisch-gerichte behandeling in multipel myeloom: Identificatie van nieuwe combinatie strategieën gericht op DNA repair en immunotherapie.  ,,,
 1511719N ,,,,,,,,"Maes, Kristof Lombaert, Geert  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, Validatie van trillingsgebaseerde voorspelling van vermoeiing in metalen structuren op basis van virtuele sensoren  , Validatie van trillingsgebaseerde voorspelling van vermoeiing in metalen structuren op basis van virtuele sensoren  ,,,
 1525319N ,,,,,,,,"Martinod, Kimberly De Meyer, Simon  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, Regulatie van NETose door von Willebrand factor  , Regulatie van NETose door von Willebrand factor  ,,,
 1511619N ,,,,,,,,"Mertens, Lieze Cardon, Greet  ",, UGent  ,, EUR ,33400,,, 01/01/2019 , 31/12/2019 ,,,," Veilige en aantrekkelijke omgevingen om te wandelen of te fietsen voor transport: onderzoek met behulp van virtuele omgevingen. (inbegrepen de Fernand De Waele schenking van 6,200,00 EUR)  "," Veilige en aantrekkelijke omgevingen om te wandelen of te fietsen voor transport: onderzoek met behulp van virtuele omgevingen. (inbegrepen de Fernand De Waele schenking van 6,200,00 EUR)  ",,,
 1515019N ,,,,,,,,"Meuwissen, Marije Loeys, Bart  ",, UAntwerpen  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, De ontwikkeling van een functioneel model voor het bepalen van pathogeniciteit van varianten van onbekende betekenis in cerebrovasculaire aandoeningen en aorta aneurysmata  , De ontwikkeling van een functioneel model voor het bepalen van pathogeniciteit van varianten van onbekende betekenis in cerebrovasculaire aandoeningen en aorta aneurysmata  ,,,
 1514319N ,,,,,,,,"Moeyaert, Benjamien Dedecker, Peter Hofkens, Johan  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, Moleculaire evolutie van technieken voor optogenetische controle van proteïne-proteïne interacties  , Moleculaire evolutie van technieken voor optogenetische controle van proteïne-proteïne interacties  ,,,
 1520619N ,,,,,,,,"Nackaerts, Evelien Nieuwboer, Alice  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, Motorisch leren bij de ziekte van Parkinson: onderliggende functionele connectiviteit en beïnvloedende factoren  , Motorisch leren bij de ziekte van Parkinson: onderliggende functionele connectiviteit en beïnvloedende factoren  ,,,
 1514519N ,,,,,,,,"Novikova, Polina  ",, UGent  ,, EUR ,37500,,, 01/01/2019 , 31/12/2019 ,,,," Van de Peer, Yves Moleculaire aanpassing aan polyploïdie in Australische gravende kikkers Neobatrachus  "," Van de Peer, Yves Moleculaire aanpassing aan polyploïdie in Australische gravende kikkers Neobatrachus  ",,,
 1513219N ,,,,,,,,"Oi, Cintia Akemi Wenseleers, Tom  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, De oorsprong en het behoud van eerlijke communicatiesignalen in insectengemeenschappen  , De oorsprong en het behoud van eerlijke communicatiesignalen in insectengemeenschappen  ,,,
 1506419N ,,,,,,,,"Rajkovic, Andreja Uyttendaele, Mieke  ",, UGent  ,, EUR ,34900,,, 01/01/2019 , 31/12/2019 ,,,, Virulentie factoren van Bacillus cereus en gastheer-pathogen interacties  , Virulentie factoren van Bacillus cereus en gastheer-pathogen interacties  ,,,
 1508219N ,,,,,,,,"Roth, Lynn De Meyer, Guido Martinet, Wim  ",, UAntwerpen  ,, EUR ,39824,,, 01/01/2019 , 31/12/2019 ,,,, Inductie van autofagie als mechanisme van de preventieve werking van olijf polyfenolen bij cardiovasculaire aandoeningen  , Inductie van autofagie als mechanisme van de preventieve werking van olijf polyfenolen bij cardiovasculaire aandoeningen  ,,,
 1500419N ,,,,,,,,"Salta, Evgenia De Strooper, Bart  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, De contributie van adulte neurogenese en de rol van microRNA-132 in de ziekte van Alzheimer  , De contributie van adulte neurogenese en de rol van microRNA-132 in de ziekte van Alzheimer  ,,,
 1527019N ,,,,,,,,"Seys, Leen Lambrecht, Bart  ",, UGent  ,, EUR ,28200,,, 01/01/2019 , 31/12/2019 ,,,, Lymfevaten in astma – ongekende wegen naar de lymfeknoop  , Lymfevaten in astma – ongekende wegen naar de lymfeknoop  ,,,
 1524619N ,,,,,,,,"Sifrim, Alejandro Voet, Thierry  ",, KU Leuven  ,, EUR ,40000,,, 01/01/2019 , 31/12/2019 ,,,, Enkel-cel overzicht van de cellulaire biologie van aneuploidie  , Enkel-cel overzicht van de cellulaire biologie van aneuploidie  ,,,
 1523719N ,,,,,,,,"Sleutel, Steven De Neve, Stefaan  ",, UGent  ,, EUR ,35314,,, 01/01/2019 , 31/12/2019 ,,,, Indirecte controle van bodem textuur op afbraak van organische stof door beïnvloeding van de bodemvochtbalans - uitbreiding van een veldexperiment met drainage/capillaire opstijging als factor en 13C-pulse-labeling  , Indirecte controle van bodem textuur op afbraak van organische stof door beïnvloeding van de bodemvochtbalans - uitbreiding van een veldexperiment met drainage/capillaire opstijging als factor en 13C-pulse-labeling  ,,,
 1522719N ,,,,,,,,"Smeets, Karen Artois, Tom  ",, UHasselt  ,, EUR ,30628,,, 01/01/2019 , 31/12/2019 ,,,," Cellulaire en subcellulaire lokalisatie van zilver nanopartikels in pluripotente stamcellen en ontwikkelende weefsels van de zoetwaterplatworm Schmidtea mediterranea, een invertebraat modelsysteem voor toxicologische studies.  "," Cellulaire en subcellulaire lokalisatie van zilver nanopartikels in pluripotente stamcellen en ontwikkelende weefsels van de zoetwaterplatworm Schmidtea mediterranea, een invertebraat modelsysteem voor toxicologische studies.  ",,,
 1520819N ,,,,,,,,"Smits, Evelien Lardon, Filip  ",, UAntwerpen  ,, EUR ,12400,,, 01/01/2019 , 31/12/2019 ,,,, Studie naar het potentieel en de onderliggende mechanismen van p53-gerichte medicatie in combinatie met immunotherapie ter stimulatie van een innate immuunrespons gericht tegen niet-kleincellig longcarcinoom  , Studie naar het potentieel en de onderliggende mechanismen van p53-gerichte medicatie in combinatie met immunotherapie ter stimulatie van een innate immuunrespons gericht tegen niet-kleincellig longcarcinoom  ,,,
 1530119N ,,,,,,,,"Spilt, Jantine Goossens, Luc Verschueren, Karine  ",, KU Leuven  ,, EUR ,7500,,, 01/01/2019 , 31/12/2019 ,,,, “Let’s talk about it”:  Het effect van praten met leerkrachten over emotionele gebeurtenissen op de ontwikkeling van kinderen in buitengewoon onderwijs  , “Let’s talk about it”:  Het effect van praten met leerkrachten over emotionele gebeurtenissen op de ontwikkeling van kinderen in buitengewoon onderwijs  ,,,
